filepath,class,domain,label,split
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/fe6ae74d-1f06-41bf-b4e9-30cac4019986___R.S_HL 8020 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/bb63915e-8282-4c2b-ae08-0f0777ce27b5___R.S_HL 8074 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/5c007cea-468b-4e33-aa6c-803932baf906___R.S_HL 8145 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/c4b6565f-e6df-47c4-8426-d98081757564___R.S_HL 8013 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/9d205e36-c1d6-40d6-93b8-ebd1c732ff00___R.S_HL 8085 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/a734f999-8a2c-404e-a46c-7fc8d6f7883a___R.S_HL 8047 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/3fcbe762-9784-4c0d-9e9a-30ce8a97502e___R.S_HL 0605 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/d665d2c7-6f91-4852-a1e5-923a9b494ae5___R.S_HL 7992 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/f0fedb37-88fb-4631-a69c-573c849ced9c___R.S_HL 7892 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/596f6046-a290-45e2-8c1b-7a60e191f640___R.S_HL 7966 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/42488140-6d00-4240-9a9a-b9fddedbefdd___R.S_HL 8277 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/6b6bcf84-35e5-417a-95cb-f1b7d227eab2___R.S_HL 8189 copy 3.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/ec1634bd-5b87-4072-9306-176a85f58ba6___R.S_HL 8202 copy 3.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/1921de47-d028-4212-ada1-bdcf8a16e52e___R.S_HL 8343 copy 3.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/8c9c52f6-f03a-41e5-ab65-f4ccf30fd5d5___R.S_HL 5559 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/88233463-6195-4ed3-8f4f-8dbc5631c4fd___R.S_HL 7898 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/e6b194e0-46a7-44d0-a99f-d48840ee3fd6___R.S_HL 7945 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/90b89fc7-f605-4ec1-b7db-1fa781cbbc57___R.S_HL 7912 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/c9c333a8-30ed-4163-adf1-c65379dac7ac___R.S_HL 7907 copy 3.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/4f27ff1a-29dd-439d-8445-a5b73998da5c___R.S_HL 8044 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/28e63fb7-865f-48d1-9324-e1c214e73f5b___R.S_HL 7979 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/74d0b40e-57a6-4467-b0d8-98b3bb0b1c16___R.S_HL 8229 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/6fa2365c-475e-4fae-aab3-f2b49aaf1a09___R.S_HL 8144 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/e2819ae6-5e1f-4b49-96dd-5f130d73983c___R.S_HL 8282 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/c6d72b1a-9f34-4d50-8c80-a5628f60fc21___R.S_HL 8117 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/a0f081ea-f0cb-495f-a864-b2343470cae1___R.S_HL 5562 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/370ef13d-e998-4e6f-a179-5f4a3bf0f054___R.S_HL 0635 copy 3.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/b665c826-905b-46de-903e-3946b3e65365___R.S_HL 0633 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/cba024bb-6180-4f1e-ad79-57b35c035a60___R.S_HL 8237 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/53c211a4-96bc-4f7b-baa2-25eb66878c3a___R.S_HL 5514 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/8e1480d8-2b13-4b0e-83a0-6f8d8e37d888___R.S_HL 7911 copy 3.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/6c6400e5-cbd1-496f-afae-e8e448ee5a39___R.S_HL 8028 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/84cd474e-d359-45af-bd3a-f9c434a7a58f___R.S_HL 0598.JPG,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/5f0dff79-a1f4-4498-9165-c4b752a108f7___R.S_HL 5506 copy 3.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/e955d722-98b7-4d5f-bc44-f5ca0c8bb73f___R.S_HL 0609 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/4b7e28c4-2353-40f0-b09e-a7a60167ef75___R.S_HL 7936 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/5ee644af-b8a1-43b3-8a61-6446260556b2___R.S_HL 7906 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/8254e846-2b6a-47bd-87a0-23a1b435eb20___R.S_HL 0599.JPG,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/c51a737e-6394-4f87-aa13-b38711252409___R.S_HL 8053 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/e546154c-1e6e-4914-bcbd-557eb212f63f___R.S_HL 0600 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/ab90a3d7-ab29-4efe-a5f1-b9817b09d4e2___R.S_HL 5541 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/7f350cf2-c946-4546-a5e0-1ae22389530c___R.S_HL 8146 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/24b7217d-11c2-4737-a7ba-355a04e4c284___R.S_HL 8153 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/eea6fb7d-469e-446d-9383-92098c9f495b___R.S_HL 5511 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/d85d07c3-0a4e-4f50-836e-8c884cd58c75___R.S_HL 8064 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/07078bdc-44b5-4103-8f13-bf889f7371c5___R.S_HL 8068 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/482383a3-26f3-468c-807d-91f653941e23___R.S_HL 8323 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/c48488e9-03c9-4cae-8d74-d69d36891854___R.S_HL 7927 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/57625493-7f34-47eb-b7d4-591b39701edc___R.S_HL 0620 copy 3.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/6be24373-115c-42d4-9e57-35a7b208a021___R.S_HL 0614 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/8b05f3d8-87a6-4a3e-8ff9-62bce57f9047___R.S_HL 8057 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/4c7db7c9-685e-4b99-ac79-f37f5b5f1974___R.S_HL 7946 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/9b6f7782-2244-4575-8226-d5083c2d0223___R.S_HL 8144 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/0f9d8b9a-a49d-4641-b956-dc0963d7b6da___R.S_HL 8148 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/c26d104a-87bd-4fc0-a94b-5df3a638a3a4___R.S_HL 8039 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/4634067c-4205-49d6-adc6-94e34e71374b___R.S_HL 8341 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/d94448c4-ba78-4793-bd14-5d90e531e260___R.S_HL 7903 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/289766de-9eb5-45f9-9959-b344fedecb62___R.S_HL 8295 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/dba56e1c-72a6-4285-b7de-b23471e1f8a5___R.S_HL 8221 copy 4.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/06ebb8a5-b811-465a-923b-849b27969bad___R.S_HL 0632 copy 5.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/e517d2aa-8ab5-4c2b-833d-5c7d3afc7783___R.S_HL 8163 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/2e92fc34-9521-45e4-8219-3f0aa89650d8___R.S_HL 7907 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/4118e80c-13cb-44ce-9094-df129c141499___R.S_HL 8296 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/4c7c0c9d-eade-4f48-9c77-da0e1b5f587e___R.S_HL 8104 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/63339f97-990b-47a4-8280-32adff315499___R.S_HL 0616 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/2900c66f-948b-48df-bfed-76f08a6af9ce___R.S_HL 7938 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/2dbc047b-b666-47f7-8aec-c17c4d4c3753___R.S_HL 5533 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/64d75b51-f153-4bb5-84b4-d7fcb8279f25___R.S_HL 8018 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/e1b7f0d4-be03-417b-8edb-77c4e7b37e53___R.S_HL 8297 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/537f6d91-ea08-4055-8736-60cc5cdf666a___R.S_HL 8154 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/16826b2f-b614-47ed-bd5c-198c0054723a___R.S_HL 0634 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/f3c516b2-43df-4646-a8fc-a6fe2a81b305___R.S_HL 8332 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/3a188d29-5d0c-4707-bd8d-cfa29fe88eae___R.S_HL 8283 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/c4ebc11a-57d3-4218-9044-cfe4ea0427ef___R.S_HL 8198 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/c5bb2153-fbb8-4394-a911-1fbe186cafe5___R.S_HL 8044 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/59d025eb-f3a8-4a92-a5bb-dfc3acf3515b___R.S_HL 8206 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/48296a13-4359-4df3-b19d-d457c14721ba___R.S_HL 8157 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/24ff01e1-c073-45df-90d7-da86e8fcece7___R.S_HL 8262 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/06ec8081-1520-43e3-bda7-d74467f55992___R.S_HL 7935 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/59d8a372-0690-4767-9795-ea96ac386393___R.S_HL 0596 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/247cf021-2864-47ac-9f14-f89e12e4faef___R.S_HL 5514 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/2012c62b-11b6-4cc4-9483-adebb2f30f81___R.S_HL 8326 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/bda652f8-90f3-46c1-b5bd-bda8577761d7___R.S_HL 8149 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/b6a4900e-03ae-41c6-b2a3-dc1345aaaddc___R.S_HL 0615 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/87b57066-e08a-4f04-93b3-4e760100d6f5___R.S_HL 7989 copy 3.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/bda08b6c-bbd4-446c-900e-ba832f139434___R.S_HL 0613.JPG,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/7a587578-6d36-4265-b1aa-dabbe9a2826e___R.S_HL 8247 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/c9a59c8c-b828-4a5c-a3d3-ecf4833a02d2___R.S_HL 5494 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/16013375-da25-4dec-b531-131bed86f025___R.S_HL 5498 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/915745f2-1da9-4e98-aba1-8a892cb1a863___R.S_HL 0597 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/c1b92121-7167-4380-905c-ba816d19c11d___R.S_HL 0598 copy 3.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/96159fdf-b6cd-4219-af1a-f2d4f6712073___R.S_HL 8334 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/b56492b5-3a78-4553-8897-2a1931dd0d9e___R.S_HL 7914 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/4ddd376b-7972-4a58-88cc-63aac4b33a1a___R.S_HL 7894 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/b0a8752f-204b-4282-ac8e-5f3667beb7c3___R.S_HL 8265 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/4f3347e6-ed68-4659-aa26-5591ea8c923e___R.S_HL 5505 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/422a3a81-fd1c-404e-bda9-2f177d5eb2ec___R.S_HL 7988 copy 2.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/0a1a49a8-3a95-415a-b115-4d6d136b980b___R.S_HL 8216 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/e71c667a-19c0-45c4-91db-6dd38f946dce___R.S_HL 8058 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/fa68b0df-6b2d-4f63-b780-757a63e16e34___R.S_HL 8329 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/1d45f289-7aef-4344-82f2-8a53e6fff2d6___R.S_HL 8082 copy 3.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/77b65e0c-f32f-4c5d-9753-0dff4d9e64c2___R.S_HL 0632 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/7fc25a23-0432-469b-88a8-a5747f216b14___R.S_HL 8203 copy.jpg,healthy,plantvillage,0,train
/kaggle/input/datasets/abdallahalidev/plantvillage-dataset/plantvillage dataset/color/Corn_(maize)___healthy/aaad7ba5-1d5a-4852-a39c-f4c4e91c7876___R.S_HL 8172 copy.jpg,healthy,plantvillage,0,train
